1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,class
157,0,0,2,42,43,54,55,1,14,91,31,46,4,11,62,53,7,43,94,66,83,153,142,54,86,223,129,126,223,332,183,322,409,454,557,316,655,613,883,1674,1995,3001,2773,4486,5146,4468,3879,2293,710,335,61,33,18,12,19,10,5,1,1,362,0,0,0,5,0,0,20,7,5,115,4,293,0,0,0,1,0,0,0,5,0,0,0,195,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,27,12,0,62,0,44,0,0,59,0,0,55,0,80,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,15,0,71,29,18,0,0,0,2,0,0,0,12,0,0,0,32,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,24,0,0,21,0,0,0,0,0,0,25,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,5,3,5,6,20,2,8,15,8,104,0,9,50,56,7,6,67,25,88,89,154,37,183,430,174,290,346,821,226,642,741,754,1420,875,1561,1477,1342,1922,1609,1667,2028,2149,1831,1386,1661,1321,1034,960,740,490,326,178,147,65,66,39,21,335,2,6,10,43,3,5,37,7,22,75,25,116,0,1,2,15,6,0,0,10,0,0,0,50,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,156,0,0,18,1,0,0,0,1,0,29,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,38,0,0,0,0,0,0,18,0,0,176,0,0,0,0,0,0,0,5,0,146,0,0,0,0,123,0,0,0,0,0,0,0,87,5,0,0,0,0,0,1271,0,0,0,0,82,0,0,0,11,90,0,923,0,0,0,676,0,0,0,0,17,476,261,0,0,242,1228,95,0,3,0,10,99,0,12,0,42,77,0,170,0,62,0,2,11,0,0,158,0,23,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,4,0,7,5,43,0,0,0,1,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,2,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,5,23,23,24,23,8,27,64,43,147,4,6,71,126,11,23,80,85,136,78,118,33,134,318,169,267,258,649,278,503,629,795,774,667,1082,1216,1254,1621,1644,1690,2043,1979,1839,1556,1673,1392,1208,993,888,664,659,439,423,260,244,153,112,577,14,23,32,42,12,20,59,14,70,79,50,67,0,5,4,34,13,0,0,24,0,0,1,120,0,52,0,0,0,14,0,2,0,0,0,17,5,0,1,221,1,0,28,9,1,1,7,0,0,131,0,2,8,0,1,0,0,0,0,45,0,0,0,2,0,5,0,0,0,1,0,149,0,0,0,18,0,0,0,167,0,0,2,0,0,0,60,2,0,91,0,1,0,0,0,0,0,42,0,269,0,0,0,0,134,0,0,2,0,11,0,0,516,53,0,0,0,0,0,97,0,0,0,0,117,0,0,0,11,86,0,589,0,0,0,49,0,0,1,0,16,194,121,0,1,1010,211,17,0,2,0,10,63,0,5,0,751,93,0,181,0,302,0,4,17,0,1,274,0,55,5,5,0,0,0,0,0,0,0,331,0,0,0,1,0,0,0,7,3,10,1,66,0,0,1,0,2,0,0,9,0,0,0,12,0,9,0,0,0,2,0,0,0,0,0,6,1,0,0,84,0,0,4,4,1,0,0,0,0,10,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,6,2,49,14,23,21,8,25,89,62,94,5,8,66,71,11,29,115,127,121,130,218,93,198,491,256,649,769,1202,1181,1315,2030,3029,2130,2173,2641,1468,2354,2468,1423,1113,1809,1362,574,645,579,547,190,278,232,176,138,89,99,64,71,34,14,340,0,0,14,37,1,2,31,11,36,29,42,56,0,3,1,48,15,0,0,34,0,0,0,37,0,50,0,1,0,15,0,7,0,0,0,24,7,0,0,26,0,0,37,2,0,0,0,0,0,15,0,7,6,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,43,0,0,0,0,0,0,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,38,0,0,0,0,6,0,0,0,3,11,0,44,0,0,0,109,0,0,0,0,74,52,32,0,0,87,175,705,0,21,0,942,193,0,33,0,29,77,0,66,0,145,0,20,30,0,0,80,0,84,9,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,9,7,32,3,49,0,0,0,1,0,0,0,1,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,9,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,4,10,20,20,11,0,26,36,26,94,0,11,44,64,4,10,73,35,93,55,110,33,81,281,135,223,225,508,208,469,537,755,808,681,1088,1244,1303,1782,1719,1825,2285,2086,1931,1666,1859,1498,1221,1015,862,661,663,490,457,283,256,131,47,392,12,16,18,47,14,16,48,11,58,73,33,54,2,5,0,17,15,0,0,39,1,0,5,102,0,82,0,1,0,13,0,1,1,0,0,13,5,0,0,186,0,0,29,5,0,0,1,0,0,59,0,2,5,0,2,0,0,0,0,33,0,0,0,0,0,5,0,0,0,1,0,239,0,0,0,4,0,1,0,108,0,0,0,0,0,0,48,0,0,129,0,0,0,0,0,0,0,8,0,350,0,0,0,0,128,0,0,0,0,0,0,0,532,11,0,0,0,0,0,83,0,0,0,0,114,0,0,0,8,41,0,440,0,0,0,114,0,0,0,1,10,217,106,0,0,954,177,35,0,10,0,19,55,0,7,0,651,70,0,220,0,342,0,7,20,0,1,330,0,57,2,0,3,0,0,0,0,0,0,249,0,0,0,1,0,0,0,8,0,17,6,118,0,0,0,0,1,0,0,3,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,16,41,24,58,22,9,24,80,56,108,14,23,83,117,15,27,152,119,255,188,230,123,226,626,343,681,659,900,1173,924,1420,1948,1923,1811,2446,2617,1890,1606,1749,981,1190,990,555,414,334,380,120,193,179,125,73,48,21,25,35,14,6,628,0,0,3,31,0,1,374,50,44,119,247,48,0,0,0,106,20,0,0,211,0,0,0,59,0,119,0,0,0,36,0,0,0,0,0,57,2,0,0,31,0,0,30,20,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,9,0,0,0,0,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,252,0,0,0,18,0,0,0,0,8,126,24,0,0,1685,195,53,0,0,0,642,1064,0,17,0,154,220,0,194,0,426,0,16,48,0,0,193,0,93,23,15,6,0,0,0,4,0,0,192,0,0,2,23,0,3,0,35,75,55,49,75,5,13,11,51,52,0,0,38,4,0,22,47,4,88,0,3,0,44,0,43,3,0,0,34,38,0,12,42,9,0,32,34,0,3,11,0,1,34,14,19,4,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,0,0,1,30,36,18,40,4,45,87,71,89,9,10,97,198,7,22,246,71,327,66,302,27,194,324,115,256,133,490,63,267,429,265,417,242,540,560,633,851,1710,1355,2750,2738,4809,3194,5142,3313,1724,842,545,358,330,212,227,133,85,63,51,343,3,0,3,12,0,0,50,15,7,72,15,122,0,0,0,1,0,0,0,33,0,0,0,108,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,14,0,0,0,0,0,0,70,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,35,0,0,0,0,0,0,11,0,0,204,0,0,0,0,0,0,0,3,0,49,0,0,0,0,92,0,0,0,0,0,0,0,11,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,5,0,0,0,0,0,9,13,0,0,75,3,1,0,0,0,0,3,0,0,0,18,8,0,166,0,18,0,0,3,0,0,105,0,25,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,12,0,17,9,49,0,0,0,1,1,0,0,3,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,1,18,31,31,67,15,9,17,95,54,98,7,23,82,160,25,35,153,151,211,183,270,111,197,637,381,700,714,943,1272,1008,1446,1888,1844,1680,2095,2614,1963,1564,1804,919,1199,939,573,346,350,318,114,196,176,125,79,60,40,36,45,17,4,661,0,0,2,36,0,1,317,24,67,141,372,41,0,1,0,108,33,0,0,129,0,0,0,47,0,106,0,0,0,25,0,7,0,0,0,71,13,0,0,47,1,0,66,19,0,0,0,0,0,31,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,11,0,0,0,0,55,0,0,0,0,0,0,0,7,1,0,0,0,0,0,44,0,0,0,0,3,0,0,0,0,3,0,191,0,0,0,32,0,0,0,0,7,200,41,0,0,1633,280,77,0,2,0,611,838,0,6,0,140,202,0,336,0,701,0,9,69,0,2,209,0,93,15,11,11,0,0,0,5,0,0,196,0,0,8,27,0,5,0,14,94,48,58,80,1,20,18,61,34,0,0,23,8,0,23,30,3,97,0,11,0,39,0,66,9,0,0,45,32,0,8,38,15,0,27,46,0,6,35,0,4,13,12,24,1,0,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,0,0,1,17,41,30,39,0,66,108,78,130,3,6,115,270,17,29,404,85,395,181,451,74,257,706,284,405,494,848,110,539,721,541,650,373,759,819,921,1593,3253,2142,4733,3682,3031,2300,1709,910,509,451,382,304,228,150,153,113,85,49,45,351,0,0,3,20,1,1,35,10,17,77,20,103,0,0,0,6,0,0,0,17,0,0,0,60,0,35,0,0,0,0,0,0,0,0,0,6,2,0,0,84,0,0,17,12,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,71,0,0,0,0,0,0,0,1,0,36,0,0,0,0,63,0,0,0,0,0,0,0,9,2,0,0,0,0,0,36,0,0,0,0,9,0,0,0,0,3,2,82,0,0,0,41,0,0,0,0,18,26,14,0,0,71,33,39,0,37,0,27,70,0,56,0,62,38,2,109,0,111,1,52,75,0,1,64,0,58,33,11,5,0,0,0,0,0,0,124,0,0,0,14,0,0,1,18,14,22,13,53,0,0,0,16,2,0,0,14,0,0,0,31,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,46,0,0,24,0,0,0,0,0,0,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,1,24,25,18,53,3,47,117,51,110,6,11,75,216,17,31,226,58,302,46,304,23,147,367,134,280,133,567,47,303,394,257,391,257,553,557,627,864,1714,1243,2924,2684,4850,3133,5523,3142,1706,853,460,306,247,194,158,124,108,65,62,359,1,3,1,14,0,0,60,11,15,73,10,159,0,0,0,7,3,0,0,48,0,0,0,135,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,246,0,0,25,0,0,0,0,0,0,44,0,2,2,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,81,0,0,0,1,0,0,0,20,0,0,0,0,0,0,10,0,0,254,0,0,0,0,0,0,0,0,0,34,0,0,0,0,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,10,25,0,0,55,9,0,0,0,0,0,0,0,0,0,24,14,0,143,0,19,0,0,4,0,0,100,0,28,2,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,5,5,20,4,37,0,0,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,47,0,0,8,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,2,3,28,34,36,36,1,15,65,43,147,7,7,100,133,8,12,93,127,134,114,176,73,218,394,366,538,561,943,838,820,1427,1623,2100,1665,1909,2327,1622,2024,1531,1217,1249,1046,710,636,562,616,343,389,348,263,198,120,144,72,108,53,32,403,5,4,14,61,15,11,60,11,44,65,54,92,1,3,1,41,6,0,0,44,0,0,0,83,0,55,0,0,0,19,0,4,0,0,0,28,5,0,0,100,0,0,51,13,0,0,3,0,0,82,3,2,14,0,4,0,0,0,0,62,0,0,0,0,0,14,0,0,0,1,0,177,0,0,0,3,0,1,0,107,0,0,0,0,0,0,50,3,0,93,0,0,0,0,0,0,0,28,0,326,0,0,0,0,134,0,0,1,0,21,0,0,280,82,0,0,0,0,0,269,0,0,0,6,86,0,0,0,36,139,10,387,0,0,4,453,0,0,7,0,215,133,141,0,14,390,273,282,5,389,0,525,367,1,263,0,103,79,3,135,0,357,6,163,164,0,7,100,1,134,63,44,11,0,2,0,4,0,0,234,0,0,0,25,0,0,0,48,45,56,52,75,0,0,0,17,10,0,0,21,0,0,1,40,0,37,0,0,0,3,0,5,0,0,0,15,3,0,0,68,0,0,22,11,0,2,1,0,0,44,2,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,5,20,28,27,44,6,25,58,37,143,1,5,78,111,8,14,99,86,121,111,177,85,167,386,331,476,643,909,822,798,1427,1701,2118,1692,1846,2545,1745,2060,1609,1299,1378,1066,663,606,620,664,333,354,354,255,177,87,153,64,107,38,20,337,3,5,35,72,5,13,60,7,82,72,70,78,0,3,1,51,12,0,0,59,0,0,0,76,0,42,0,0,0,12,0,0,0,0,0,24,0,0,0,104,0,0,38,4,0,0,0,0,0,69,0,0,12,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,2,0,0,0,107,0,0,0,0,0,0,23,0,0,99,0,0,0,0,0,0,0,21,0,272,0,0,0,0,142,0,0,2,0,6,0,0,307,46,0,0,0,0,0,263,0,0,0,3,65,0,0,0,25,109,1,414,0,0,0,350,0,0,2,0,154,128,106,0,2,408,199,328,0,445,0,631,208,0,295,0,60,107,0,196,0,345,3,142,136,0,1,110,0,88,81,35,8,0,0,0,5,0,0,253,0,0,5,18,0,3,0,42,12,63,20,84,0,1,1,10,1,0,0,21,0,0,0,60,0,31,0,0,0,3,0,1,0,0,0,6,1,0,1,73,1,0,20,1,0,1,0,0,0,51,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,2,11,10,9,17,1,11,37,12,119,1,1,57,82,1,0,44,29,145,60,113,11,76,314,132,225,177,534,90,408,504,312,602,240,686,408,595,1014,452,1334,915,1365,1026,500,745,905,637,776,1219,1045,593,322,615,279,584,331,154,1186,105,71,123,239,110,98,102,56,146,110,112,89,4,28,34,62,27,0,2,48,1,0,4,54,2,58,0,0,0,39,0,3,0,0,0,34,6,0,0,51,2,0,29,5,9,0,0,1,0,43,0,6,7,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,2,0,52,0,0,0,0,0,0,0,37,0,0,0,0,0,0,6,0,0,68,0,0,0,0,0,0,0,1,0,53,0,0,0,0,50,0,0,0,0,1,0,0,32,10,0,0,0,0,0,120,0,0,0,6,14,0,0,0,5,24,4,95,0,0,8,63,0,0,17,1,75,39,47,0,39,174,93,168,118,316,1,652,551,2055,477,237,3106,327,1202,212,1,1074,280,671,849,2,42,108,9,209,575,30,1,0,7,0,3,0,0,732,0,0,2,16,0,0,0,72,13,118,27,58,0,0,2,11,8,12,8,26,6,5,15,50,3,33,3,3,3,21,0,5,4,0,0,10,2,0,2,51,4,0,10,6,0,0,4,0,1,14,1,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,5,11,29,20,34,19,1,36,94,72,86,20,11,82,79,14,27,125,141,90,155,171,75,163,494,270,589,787,1200,1247,1304,2101,2900,2106,2279,2674,1601,2361,2388,1407,1074,1753,1282,540,552,654,509,179,264,211,159,126,79,79,42,78,42,10,413,0,0,14,44,5,6,59,9,54,60,60,32,0,1,0,37,27,0,0,54,0,0,0,19,0,70,0,0,0,35,0,8,0,0,0,31,4,0,2,21,0,0,35,6,0,0,0,0,0,22,0,3,17,0,0,0,0,0,0,28,0,0,0,0,0,10,0,0,0,4,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,39,0,0,0,0,0,0,0,2,0,19,0,0,0,0,25,0,0,0,0,0,0,0,10,9,0,0,0,0,0,20,0,0,0,0,20,0,0,0,4,27,0,111,0,0,0,135,0,0,0,0,58,27,26,0,0,105,215,739,0,7,0,925,159,0,48,0,26,111,0,95,0,181,0,20,25,0,0,68,0,67,5,4,1,0,0,0,0,0,0,97,0,0,0,0,0,0,0,10,0,32,6,57,0,0,0,1,0,0,0,10,0,0,0,21,0,17,0,0,0,4,0,0,0,0,0,12,1,0,0,29,0,0,10,7,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,6,10,26,28,30,5,27,59,32,158,8,14,93,123,10,16,99,102,166,128,194,62,133,448,267,423,495,757,641,751,1225,1590,1690,1478,2019,2265,1881,2494,2298,1344,2302,1956,1091,1333,1193,998,662,570,572,392,304,165,199,102,147,72,28,403,7,6,26,57,21,13,46,11,66,97,48,112,1,4,4,23,12,0,0,31,0,0,1,60,0,66,0,0,0,12,0,1,0,0,0,14,6,0,1,82,1,0,37,13,0,2,0,0,0,63,1,5,21,0,10,0,0,0,0,33,0,0,0,0,0,7,0,0,0,4,0,91,0,0,0,6,0,0,0,58,0,0,0,0,0,0,38,1,0,154,0,0,0,0,0,0,0,10,0,84,0,0,0,0,100,0,0,0,0,2,0,0,43,16,0,0,0,0,0,68,0,0,0,0,16,0,0,0,10,17,0,120,0,0,0,38,0,0,0,0,7,52,18,0,0,110,47,7,0,4,0,1,37,0,0,0,27,55,0,207,0,65,0,8,37,0,0,171,0,85,10,9,1,0,0,0,0,0,0,145,0,0,1,9,0,0,0,28,12,51,14,93,0,0,0,4,2,0,0,28,0,0,0,62,0,44,0,0,0,1,0,0,0,0,0,10,2,0,0,74,0,0,21,6,0,0,0,0,0,33,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,9,24,66,41,34,0,51,134,88,133,0,9,102,233,16,24,352,68,421,191,438,81,329,669,316,406,550,904,110,535,695,561,595,395,811,908,980,1496,3162,2240,4683,3616,2925,2293,1925,885,455,431,264,234,220,159,158,71,72,70,32,334,0,0,6,28,1,3,29,9,21,76,25,109,0,0,0,6,4,0,0,17,0,0,0,63,0,22,0,0,0,2,0,0,0,0,0,5,6,0,0,107,0,0,20,1,0,0,0,0,0,22,0,3,8,0,0,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,47,0,0,0,0,0,0,0,29,0,0,0,0,0,0,23,0,0,87,0,0,0,0,0,0,0,8,0,59,0,0,0,0,87,0,0,0,0,0,0,0,27,11,0,0,0,0,0,62,0,0,0,0,5,0,0,0,2,9,0,84,0,0,0,38,0,0,0,0,14,25,35,0,0,76,39,38,0,53,0,40,73,3,83,0,65,39,2,98,0,121,3,57,54,0,2,64,0,44,32,15,4,0,0,0,0,0,0,130,0,0,3,6,0,2,0,20,25,31,21,45,0,1,0,11,3,0,0,22,0,0,0,38,0,34,0,0,0,4,0,0,0,0,0,6,1,0,0,58,0,0,22,1,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,2,11,5,5,0,16,34,14,96,0,0,68,87,2,1,33,42,112,55,70,4,50,299,116,229,155,548,58,379,461,390,568,237,683,377,670,1120,467,1398,855,1303,1168,527,677,902,672,814,1231,943,604,373,528,291,678,323,142,1117,103,60,132,245,137,121,103,40,159,118,100,86,4,14,15,65,33,0,0,53,3,0,2,71,0,61,0,2,0,34,0,1,0,0,0,22,0,0,0,63,2,0,42,3,0,0,2,0,0,47,0,1,7,0,2,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,61,0,1,3,1,0,0,0,34,0,0,0,2,0,0,10,2,0,79,0,0,0,0,0,0,0,2,0,69,0,0,0,0,56,0,0,2,0,0,0,0,23,2,0,0,0,0,0,102,0,0,0,0,10,0,0,0,8,20,5,104,0,0,0,65,1,0,12,0,67,41,59,3,31,167,105,125,143,265,4,701,519,1689,498,205,3090,278,1307,222,5,1140,206,745,1058,1,67,116,6,152,507,23,3,0,2,0,3,0,0,670,0,0,0,32,0,0,0,85,12,84,45,62,0,0,1,4,1,0,1,36,8,9,20,67,7,76,4,6,2,18,1,11,3,0,0,4,5,0,4,69,1,0,8,3,0,1,2,0,0,12,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,1,10,24,24,30,23,7,31,83,37,142,14,12,114,126,20,17,121,125,172,166,224,116,171,562,343,527,544,790,733,782,1155,1496,1499,1353,1921,2082,1693,2197,2097,1369,2150,1786,1162,1224,1188,1130,701,548,625,447,346,189,226,125,164,88,30,474,7,15,25,57,10,15,51,7,38,64,55,93,4,5,1,25,7,0,0,38,1,0,4,51,0,57,0,0,0,8,0,0,0,0,0,20,6,0,0,100,1,0,25,13,0,0,2,0,0,46,0,0,22,0,2,0,0,0,0,36,0,0,0,0,0,8,0,0,0,6,0,88,0,0,0,12,0,4,0,65,0,0,2,0,0,0,42,5,0,152,0,3,0,0,0,0,0,8,0,136,0,0,0,0,113,0,0,0,0,13,0,0,57,25,0,0,0,0,0,106,0,0,0,1,8,0,0,0,8,9,2,193,0,0,0,69,0,0,4,0,23,63,42,0,0,178,79,47,0,12,0,23,44,0,20,0,34,58,0,195,0,90,0,17,34,0,0,163,0,101,21,8,6,0,0,0,0,0,0,254,0,0,0,9,0,0,0,51,26,49,36,116,0,1,0,24,7,0,0,17,0,0,1,59,0,39,0,1,0,7,0,0,0,0,0,16,2,0,0,119,2,0,22,6,0,0,1,0,0,34,1,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
